DATETIME,HEADLINE,SUMMARY,SOURCE,URL,CATEGORIES,TAGS,asset,text
2025-07-20 07:00:10+00:00,UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges,The UK plans to sell $7 billion worth of seized Bitcoin. A central service will manage the storage and sale of these digital assets. Continue Reading: UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges The post UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges appeared first on COINTURK NEWS .,cointurken,https://en.coin-turk.com/uk-sells-seized-bitcoin-worth-billions-to-address-economic-challenges/,BTC,Bitcoin (BTC),BTC,UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges. The UK plans to sell $7 billion worth of seized Bitcoin. A central service will manage the storage and sale of these digital assets. Continue Reading: UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges The post UK Sells Seized Bitcoin Worth Billions To Address Economic Challenges appeared first on COINTURK NEWS .
2025-07-20 07:00:24+00:00,Ethereum Open Interest Hits Record $50 Billion – Volatility Incoming?,"Ethereum is holding firm above the $3,500 level, a key support reclaimed last Friday, signaling renewed strength in the market. After surging over 70% since late June, ETH appears to have entered a new bullish phase driven by rising demand and institutional interest. The momentum has shifted clearly in favor of the bulls, with technical structure and price action aligning to support further upside. Related Reading: Bitcoin Miner Sales Surge To Highest Level Since April – Details Adding to the bullish outlook, CryptoQuant data shows that Ethereum open interest has reached an all-time high, pointing to growing trader activity and rising capital in ETH derivatives markets. This surge in open interest often precedes large price movements, suggesting that Ethereum could see heightened volatility and expansion in the coming days. The combination of sustained price levels, strong trend continuation, and increasing participation sets the stage for a potentially explosive move. If bulls can maintain control above $3,500, Ethereum could be gearing up for a fresh leg higher in the short term. As the market awaits confirmation, all eyes are on ETH to see whether this momentum can drive it toward new 2025 highs. The coming week could prove pivotal for Ethereum’s medium-term trend. Ethereum Open Interest Hits Record ATH Ethereum’s market setup continues to strengthen, with open interest in ETH derivatives reaching a new all-time high of $50 billion, according to CryptoQuant data shared by analyst Ted Pillows. “Buckle up and enjoy the Ethereum ride,” Pillows stated, highlighting the elevated volatility ahead as a potential springboard for aggressive price action. This level of open interest is historically significant and often signals that large players are positioning for a major move. Such a dramatic increase in capital committed to ETH futures and options suggests rising investor confidence and heightened anticipation of directional momentum. While high open interest can lead to either a sharp rally or a correction, current on-chain and macro fundamentals indicate that the market may be leaning bullish. Ethereum’s network growth remains steady, with rising active addresses, validator participation, and increased activity on Layer 2s. More importantly, the recent passage of the GENIUS Act in the US provides legal clarity for stablecoins and lays the foundation for broader crypto regulation, benefiting Ethereum directly as the base layer for DeFi and real-world asset tokenization. Related Reading: Coinbase Premium Signals Aggressive Ethereum Accumulation: Institutional Demand Accelerates ETH Breaks Out With Eyes On Key Resistance Ethereum (ETH) has confirmed a powerful breakout above the psychological $3,500 level, closing at $3,588.26 on the 3-day chart. The move follows a strong rally from late June lows, with the price now up over 70% in less than a month. Importantly, ETH has broken past all major moving averages, including the 50, 100, and 200 SMAs, signaling a shift toward bullish momentum across longer timeframes. Volume has increased significantly during this breakout, reinforcing the strength of the move. The next major resistance lies at $3,742.95, a level that previously acted as a local top earlier in the year. A successful close above this mark could open the door for a retest of the $4,000–$4,200 range. Related Reading: Satoshi-Era Bitcoin Now For Sale: Galaxy Digital Sends 1,500 BTC To Binance On the downside, $2,852.16 now serves as a key support level. This level marked previous consolidation and breakout, aligning with the confluence of former resistance and the 200-day moving average. Holding above this zone is critical to maintain the current bullish structure. Featured image from Dall-E, chart from TradingView",newsbtc,https://www.newsbtc.com/news/ethereum/ethereum-open-interest-hits-record-50b-volatility-incoming/,ETH|TRADING|MARKET|BTC|EXCHANGE,Ethereum|ETH|ethereum|Ethereum Analysis|Ethereum growth|ethereum news|Ethereum open interest|Ethereum volatility|ETHUSDT,BTC,"Ethereum Open Interest Hits Record $50 Billion – Volatility Incoming?. Ethereum is holding firm above the $3,500 level, a key support reclaimed last Friday, signaling renewed strength in the market. After surging over 70% since late June, ETH appears to have entered a new bullish phase driven by rising demand and institutional interest. The momentum has shifted clearly in favor of the bulls, with technical structure and price action aligning to support further upside. Related Reading: Bitcoin Miner Sales Surge To Highest Level Since April – Details Adding to the bullish outlook, CryptoQuant data shows that Ethereum open interest has reached an all-time high, pointing to growing trader activity and rising capital in ETH derivatives markets. This surge in open interest often precedes large price movements, suggesting that Ethereum could see heightened volatility and expansion in the coming days. The combination of sustained price levels, strong trend continuation, and increasing participation sets the stage for a potentially explosive move. If bulls can maintain control above $3,500, Ethereum could be gearing up for a fresh leg higher in the short term. As the market awaits confirmation, all eyes are on ETH to see whether this momentum can drive it toward new 2025 highs. The coming week could prove pivotal for Ethereum’s medium-term trend. Ethereum Open Interest Hits Record ATH Ethereum’s market setup continues to strengthen, with open interest in ETH derivatives reaching a new all-time high of $50 billion, according to CryptoQuant data shared by analyst Ted Pillows. “Buckle up and enjoy the Ethereum ride,” Pillows stated, highlighting the elevated volatility ahead as a potential springboard for aggressive price action. This level of open interest is historically significant and often signals that large players are positioning for a major move. Such a dramatic increase in capital committed to ETH futures and options suggests rising investor confidence and heightened anticipation of directional momentum. While high open interest can lead to either a sharp rally or a correction, current on-chain and macro fundamentals indicate that the market may be leaning bullish. Ethereum’s network growth remains steady, with rising active addresses, validator participation, and increased activity on Layer 2s. More importantly, the recent passage of the GENIUS Act in the US provides legal clarity for stablecoins and lays the foundation for broader crypto regulation, benefiting Ethereum directly as the base layer for DeFi and real-world asset tokenization. Related Reading: Coinbase Premium Signals Aggressive Ethereum Accumulation: Institutional Demand Accelerates ETH Breaks Out With Eyes On Key Resistance Ethereum (ETH) has confirmed a powerful breakout above the psychological $3,500 level, closing at $3,588.26 on the 3-day chart. The move follows a strong rally from late June lows, with the price now up over 70% in less than a month. Importantly, ETH has broken past all major moving averages, including the 50, 100, and 200 SMAs, signaling a shift toward bullish momentum across longer timeframes. Volume has increased significantly during this breakout, reinforcing the strength of the move. The next major resistance lies at $3,742.95, a level that previously acted as a local top earlier in the year. A successful close above this mark could open the door for a retest of the $4,000–$4,200 range. Related Reading: Satoshi-Era Bitcoin Now For Sale: Galaxy Digital Sends 1,500 BTC To Binance On the downside, $2,852.16 now serves as a key support level. This level marked previous consolidation and breakout, aligning with the confluence of former resistance and the 200-day moving average. Holding above this zone is critical to maintain the current bullish structure. Featured image from Dall-E, chart from TradingView"
2025-07-20 07:04:27+00:00,"748,763 Americans Now at Risk of Financial Fraud – Firm Says Hacker May Have Stolen Names, Social Security Numbers, Bank Records, Credit Card Details and More i...","Hundreds of thousands of Americans are now at risk of financial fraud and identity theft following a massive data breach at a substance screening firm. In a notice to the Office of the Maine Attorney General, The Alcohol & Drug Testing Service (TADTS) says a cybersecurity incident has exposed the data of 748,763 individuals. According to TADTS, an unauthorized entity gained access to its data systems and stole information provided to the firm during the screening process, which may include names, dates of birth, Social Security numbers, driver’s license numbers, government-issued IDs, bank and financial entries, credit and debit card records, usernames and passwords, email accounts and passwords, USCIS or alien registration numbers and biometric datasets. “On July 9, 2024, TADTS became aware of a potential compromise to data maintained in our systems. As soon as we discovered this activity, we immediately took steps to investigate, contain, and remediate the situation, including changing passwords, enhancing our endpoint detection protocols, and engaging experienced privacy and cybersecurity professionals to assist. We also reported this matter to federal law enforcement. Through additional investigation, we confirmed that some of our data had been downloaded by an unauthorized actor.” TADTS is a Texas-based firm that offers a nationwide network of collection sites for workplace and individual drug and alcohol screening. The firm urges impacted individuals to be on the lookout for signs of identity theft and fraud. TADTS also says that victims may get one free credit report annually from each of the three major credit reporting bureaus. For now, TADTS says that it has not received reports of identity theft and fraud related to the data breach. Follow us on X , Facebook and Telegram Don''t Miss a Beat – Subscribe to get email alerts delivered directly to your inbox Check Price Action Surf The Daily Hodl Mix Disclaimer: Opinions expressed at The Daily Hodl are not investment advice. Investors should do their due diligence before making any high-risk investments in Bitcoin, cryptocurrency or digital assets. Please be advised that your transfers and trades are at your own risk, and any losses you may incur are your responsibility. The Daily Hodl does not recommend the buying or selling of any cryptocurrencies or digital assets, nor is The Daily Hodl an investment advisor. Please note that The Daily Hodl participates in affiliate marketing. Generated Image: Midjourney The post 748,763 Americans Now at Risk of Financial Fraud – Firm Says Hacker May Have Stolen Names, Social Security Numbers, Bank Records, Credit Card Details and More in Massive Data Breach appeared first on The Daily Hodl .",dailyhodl,https://dailyhodl.com/2025/07/20/748763-americans-now-at-risk-of-financial-fraud-firm-says-hacker-may-have-stolen-names-social-security-numbers-bank-records-credit-card-details-and-more-in-massive-data-breach/,FIAT|BTC|BUSINESS|REGULATION|TRADING,"Scams, Hacks & Breaches|Alcohol & Drug Testing Service|Data breach|hacks|News|TADTS",BTC,"748,763 Americans Now at Risk of Financial Fraud – Firm Says Hacker May Have Stolen Names, Social Security Numbers, Bank Records, Credit Card Details and More i.... Hundreds of thousands of Americans are now at risk of financial fraud and identity theft following a massive data breach at a substance screening firm. In a notice to the Office of the Maine Attorney General, The Alcohol & Drug Testing Service (TADTS) says a cybersecurity incident has exposed the data of 748,763 individuals. According to TADTS, an unauthorized entity gained access to its data systems and stole information provided to the firm during the screening process, which may include names, dates of birth, Social Security numbers, driver’s license numbers, government-issued IDs, bank and financial entries, credit and debit card records, usernames and passwords, email accounts and passwords, USCIS or alien registration numbers and biometric datasets. “On July 9, 2024, TADTS became aware of a potential compromise to data maintained in our systems. As soon as we discovered this activity, we immediately took steps to investigate, contain, and remediate the situation, including changing passwords, enhancing our endpoint detection protocols, and engaging experienced privacy and cybersecurity professionals to assist. We also reported this matter to federal law enforcement. Through additional investigation, we confirmed that some of our data had been downloaded by an unauthorized actor.” TADTS is a Texas-based firm that offers a nationwide network of collection sites for workplace and individual drug and alcohol screening. The firm urges impacted individuals to be on the lookout for signs of identity theft and fraud. TADTS also says that victims may get one free credit report annually from each of the three major credit reporting bureaus. For now, TADTS says that it has not received reports of identity theft and fraud related to the data breach. Follow us on X , Facebook and Telegram Don''t Miss a Beat – Subscribe to get email alerts delivered directly to your inbox Check Price Action Surf The Daily Hodl Mix Disclaimer: Opinions expressed at The Daily Hodl are not investment advice. Investors should do their due diligence before making any high-risk investments in Bitcoin, cryptocurrency or digital assets. Please be advised that your transfers and trades are at your own risk, and any losses you may incur are your responsibility. The Daily Hodl does not recommend the buying or selling of any cryptocurrencies or digital assets, nor is The Daily Hodl an investment advisor. Please note that The Daily Hodl participates in affiliate marketing. Generated Image: Midjourney The post 748,763 Americans Now at Risk of Financial Fraud – Firm Says Hacker May Have Stolen Names, Social Security Numbers, Bank Records, Credit Card Details and More in Massive Data Breach appeared first on The Daily Hodl ."
2025-07-20 07:22:07+00:00,An Exchange Hack Attack Shakes the Cryptocurrency World: CEO Confirms,"A major security incident has occurred in the cryptocurrency world. India-based cryptocurrency exchange CoinDCX suffered a $44.2 million cyberattack approximately 17 hours ago, according to blockchain analyst ZachXBT. While the incident has not yet been officially announced to the public, CoinDCX CEO Sumit Gupta made a statement on social media. ZachXBT stated that the attacker''s address was funded with 1 ETH via Tornado Cash, and that some of the stolen assets were transferred from Solana to the Ethereum network. The first sign of the attack was detected by blockchain security platform Cyvers. ZachXBT explained that the CoinDCX hot wallet used by the attacker was not publicly tagged and was identified through manual analysis of the address. Related News: JUST IN: UK Allegedly Plans to Sell $5 Billion Worth of Bitcoin - Is This the Reason for the Decline? Following the incident, CoinDCX Co-Founder and CEO Sumit Gupta confirmed the attack in a post on his official X (formerly Twitter) account. Gupta explained that an internal operational account used solely to provide liquidity at a partner exchange was compromised in a complex server breach. However, he maintained that the wallets holding customer funds were completely secure and unaffected. The CEO claimed that the attack was quickly detected and isolated, that operational accounts that were kept completely separate from customer funds were used, and that the loss was covered by CoinDCX''s own treasury. *This is not investment advice. Continue Reading: An Exchange Hack Attack Shakes the Cryptocurrency World: CEO Confirms",bitcoinsistemi,https://en.bitcoinsistemi.com/an-exchange-hack-attack-shakes-the-cryptocurrency-world-ceo-confirms/,EXCHANGE|BLOCKCHAIN|ETH|BTC|MARKET,News,BTC,"An Exchange Hack Attack Shakes the Cryptocurrency World: CEO Confirms. A major security incident has occurred in the cryptocurrency world. India-based cryptocurrency exchange CoinDCX suffered a $44.2 million cyberattack approximately 17 hours ago, according to blockchain analyst ZachXBT. While the incident has not yet been officially announced to the public, CoinDCX CEO Sumit Gupta made a statement on social media. ZachXBT stated that the attacker''s address was funded with 1 ETH via Tornado Cash, and that some of the stolen assets were transferred from Solana to the Ethereum network. The first sign of the attack was detected by blockchain security platform Cyvers. ZachXBT explained that the CoinDCX hot wallet used by the attacker was not publicly tagged and was identified through manual analysis of the address. Related News: JUST IN: UK Allegedly Plans to Sell $5 Billion Worth of Bitcoin - Is This the Reason for the Decline? Following the incident, CoinDCX Co-Founder and CEO Sumit Gupta confirmed the attack in a post on his official X (formerly Twitter) account. Gupta explained that an internal operational account used solely to provide liquidity at a partner exchange was compromised in a complex server breach. However, he maintained that the wallets holding customer funds were completely secure and unaffected. The CEO claimed that the attack was quickly detected and isolated, that operational accounts that were kept completely separate from customer funds were used, and that the loss was covered by CoinDCX''s own treasury. *This is not investment advice. Continue Reading: An Exchange Hack Attack Shakes the Cryptocurrency World: CEO Confirms"
2025-07-20 07:41:15+00:00,"Saylor Wouldn''t Have Touched XRP, Analyst Says","Comparing Saylor''s Bitcoin gains to his potential XRP gains makes no sense, according to an analyst",utoday,https://u.today/saylor-wouldnt-have-touched-xrp-analyst-says,XRP|BTC,XRP News,BTC,"Saylor Wouldn''t Have Touched XRP, Analyst Says. Comparing Saylor''s Bitcoin gains to his potential XRP gains makes no sense, according to an analyst"
2025-07-20 07:55:09+00:00,Bitcoin minimum transaction fee drops by 90%,"The minimum fees required for a Bitcoin transaction have been slashed by 90%. This news comes amid the debates over what the asset is best suited for. Some believe it is better for everyday payments, while others are still adamant that it satisfies the conditions to be a store of value. Over the past few years, there have been several enthusiasts who have felt Bitcoin is no longer a regular digital asset, considering the fact that the asset’s value has been quite stable since it launched. To make it more appealing, users of the biggest crypto network can now pay as low as 0.1 satoshi per virtual byte (sat/vByte) to process their transactions. A satoshi is the smallest unit of Bitcoin, with 1 satoshi currently standing at about 0.00000001 BTC. Bitcoin minimum transaction fee drops by 90% According to previous records, miners usually need to pay 1 satoshi/vByte as minimum fees to process their transactions. But because the leading digital assets network has been lacking in activities for a while, miners have decided to cut the minimum rate down by 905 in order to add more blocks to the blockchain. This refers to the weight of a transaction and how fast it will be processed. When the blockchain is busy, it will typically cost more to have miners prioritize your transactions. This latest development shows that demand for block space has dropped drastically. In other words, people are no longer making as many transactions as they used to, pushing miners to consider accepting lower fees. The Bitcoin network is run mainly by miners, which today mostly comprises industrial operations of warehouses full of sophisticated computers that process transactions on the network. Miners earn rewards by processing blocks, which contain transaction data, and adding them to the blockchain. For every block that is processed, miners are open to rewards of up to 3.125 BTC, which is currently worth around $367,000 at the current price, along with transaction fees. But as fewer people carry out transactions like sending funds, Ordinals inscriptions (NFTs), or other actions, transaction fees have been forced to remain low, which means miners earn less for every successful block they win. Prominent BTC proponents bemoan drop in network activity According to a pseudonymous Bitcoin miner Econoalchemist, transactions at the 0.1 sat/vByte fee rate have always been acceptable by most miners in the protocol. However, he noted that some node operators may choose to ignore such low fees. With Mempool and others now pushing the low fees, it means that there is a growing consensus among them towards accepting these kinds of transactions. “Over time, policy rules will trend toward matching consensus rules, lifting most relay restrictions,” he said. Prominent personalities in the payments and crypto space have previously lamented the slow rate of transactions on the blockchain, with former Twitter boss and Square CEO Jack Dorsey being the latest. Dorsey, a big fan of Bitcoin, said that the cryptocurrency would only succeed if people use it for sending and receiving money as it was designed for. “I think if it doesn’t transition to payments and find that everyday use case, it just gets increasingly irrelevant,” Dorsey said during a podcast in April. While Bitcoin has not been used for sending and receiving money like most people believe, it is currently satisfying another use case: individuals and firms are using it as a store of value. This action has propelled the asset to new all-time highs. “I suppose time will tell, but Bitcoin seems to be moving into [a store of value asset] and not being used for any type of transactions,” Scott Norris, CEO of Bitcoin miner Optiminer, said. Even with this new development, the sender of a crypto transaction can still choose the fee. This means that if they are in a hurry to get a payment seen and processed on time by miners, they can just increase the fee, and it will be added to a block quicker. Meanwhile, some users on X have expressed delight at how cheap it was to use the blockchain. “I love seeing sub-1 sat/vbyte transactions in my Mempool,” adding that he wanted to “pay as little as possible,” a user wrote. Cryptopolitan Academy: Coming Soon - A New Way to Earn Passive Income with DeFi in 2025. Learn More",cryptopolitan,https://www.cryptopolitan.com/bitcoin-minimum-fee-now-90-cheaper/,BTC|BLOCKCHAIN|TRADING,Bitcoin|BTC,BTC,"Bitcoin minimum transaction fee drops by 90%. The minimum fees required for a Bitcoin transaction have been slashed by 90%. This news comes amid the debates over what the asset is best suited for. Some believe it is better for everyday payments, while others are still adamant that it satisfies the conditions to be a store of value. Over the past few years, there have been several enthusiasts who have felt Bitcoin is no longer a regular digital asset, considering the fact that the asset’s value has been quite stable since it launched. To make it more appealing, users of the biggest crypto network can now pay as low as 0.1 satoshi per virtual byte (sat/vByte) to process their transactions. A satoshi is the smallest unit of Bitcoin, with 1 satoshi currently standing at about 0.00000001 BTC. Bitcoin minimum transaction fee drops by 90% According to previous records, miners usually need to pay 1 satoshi/vByte as minimum fees to process their transactions. But because the leading digital assets network has been lacking in activities for a while, miners have decided to cut the minimum rate down by 905 in order to add more blocks to the blockchain. This refers to the weight of a transaction and how fast it will be processed. When the blockchain is busy, it will typically cost more to have miners prioritize your transactions. This latest development shows that demand for block space has dropped drastically. In other words, people are no longer making as many transactions as they used to, pushing miners to consider accepting lower fees. The Bitcoin network is run mainly by miners, which today mostly comprises industrial operations of warehouses full of sophisticated computers that process transactions on the network. Miners earn rewards by processing blocks, which contain transaction data, and adding them to the blockchain. For every block that is processed, miners are open to rewards of up to 3.125 BTC, which is currently worth around $367,000 at the current price, along with transaction fees. But as fewer people carry out transactions like sending funds, Ordinals inscriptions (NFTs), or other actions, transaction fees have been forced to remain low, which means miners earn less for every successful block they win. Prominent BTC proponents bemoan drop in network activity According to a pseudonymous Bitcoin miner Econoalchemist, transactions at the 0.1 sat/vByte fee rate have always been acceptable by most miners in the protocol. However, he noted that some node operators may choose to ignore such low fees. With Mempool and others now pushing the low fees, it means that there is a growing consensus among them towards accepting these kinds of transactions. “Over time, policy rules will trend toward matching consensus rules, lifting most relay restrictions,” he said. Prominent personalities in the payments and crypto space have previously lamented the slow rate of transactions on the blockchain, with former Twitter boss and Square CEO Jack Dorsey being the latest. Dorsey, a big fan of Bitcoin, said that the cryptocurrency would only succeed if people use it for sending and receiving money as it was designed for. “I think if it doesn’t transition to payments and find that everyday use case, it just gets increasingly irrelevant,” Dorsey said during a podcast in April. While Bitcoin has not been used for sending and receiving money like most people believe, it is currently satisfying another use case: individuals and firms are using it as a store of value. This action has propelled the asset to new all-time highs. “I suppose time will tell, but Bitcoin seems to be moving into [a store of value asset] and not being used for any type of transactions,” Scott Norris, CEO of Bitcoin miner Optiminer, said. Even with this new development, the sender of a crypto transaction can still choose the fee. This means that if they are in a hurry to get a payment seen and processed on time by miners, they can just increase the fee, and it will be added to a block quicker. Meanwhile, some users on X have expressed delight at how cheap it was to use the blockchain. “I love seeing sub-1 sat/vbyte transactions in my Mempool,” adding that he wanted to “pay as little as possible,” a user wrote. Cryptopolitan Academy: Coming Soon - A New Way to Earn Passive Income with DeFi in 2025. Learn More"
2025-07-20 08:00:50+00:00,Mapping FLOKI’s next price target as the memecoin rallies 82%,"With FLOKI blasting higher alongside BTC and ETH, traders can expect the memecoin to retest early January highs.",ambcrypto,https://ambcrypto.com/mapping-flokis-next-price-target-as-the-memecoin-rallies-82/,FLOKI|TRADING|MARKET|BTC|ETH,Analysis|Floki|HideCryptopanic|Memecoins|News|News 1|No Homepage|Social|Trading View,BTC,"Mapping FLOKI’s next price target as the memecoin rallies 82%. With FLOKI blasting higher alongside BTC and ETH, traders can expect the memecoin to retest early January highs."
2025-07-20 08:03:06+00:00,Could Michal Saylor Have Benefited From Investing in XRP Instead of Bitcoin?,"🚀 Are You Chasing New Coins? Catch the newest crypto opportunities. Be the first to buy, be the first to win! Click here to discover new altcoins! Following XRP’s remarkable",coinotag,https://en.coinotag.com/could-michal-saylor-have-benefited-from-investing-in-xrp-instead-of-bitcoin/,XRP|BTC|ALTCOIN,News|Ripple,BTC,"Could Michal Saylor Have Benefited From Investing in XRP Instead of Bitcoin?. 🚀 Are You Chasing New Coins? Catch the newest crypto opportunities. Be the first to buy, be the first to win! Click here to discover new altcoins! Following XRP’s remarkable"
2025-07-20 08:04:17+00:00,"Billion-Dollar Bank Loses $107,635 in One Day As Thieves Allegedly Infect ATMs With Malware: Report","A Michigan-based bank has reportedly lost tens of thousands of dollars in just 24 hours to thieves running an advanced ATM scheme. Authorities are charging Florida residents Robert R. Rosales Rivero and Geniver Antonio Pinuela Testa with conspiracy to commit bank theft and bank theft in violation of federal law for allegedly draining $107,635 from multiple Isabella Bank ATMs, reports MLive. An affidavit by a Homeland Security special agent alleges that the duo executed an “ATM jackpotting” operation in a single day, infecting the hard drives of Isabella Bank ATMs with malware to trick the machines into releasing cash. The agent says the ploy involves one person using a key to open an ATM and applying glue on its sensors before leaving for a short period to wait for the adhesive to take effect. The person would return to either change the ATM’s hard drive or use a device to corrupt its system. The other half of the duo would subsequently arrive with a mobile phone and a keyboard to control the machine to dispense cash. The alleged thieves were careful not to leave any trace of tampering. Isabella Bank’s surveillance video footage shows that four ATM locations across Michigan were hit between 1 a.m. and 8:09 p.m. on September 22nd. Using facial recognition software, authorities identified Testa as a potential suspect. He had been cited earlier this year for speeding while driving a 2011 Toyota Yaris. The lead helped police locate the alleged thieves in Minnesota, where they pulled over a Yaris with Testa and Rivero as occupants. Inside the car, authorities found a superglue, ATM keys, a mobile phone, a laptop and an electronic device. The police also searched the duo’s hotel room, where they found about $8,000 in cash, latex gloves, a flash drive and a hard drive. Testa and Rivero were charged in Minnesota but managed to post bail. Rivero is now in custody following a court appearance, while Testa remains at large. Both are Venezuelan nationals who arrived in the US legally. Isabella Bank has 35 branches across Michigan and $2.1 billion in total assets. Follow us on X , Facebook and Telegram Don''t Miss a Beat – Subscribe to get email alerts delivered directly to your inbox Check Price Action Surf The Daily Hodl Mix Disclaimer: Opinions expressed at The Daily Hodl are not investment advice. Investors should do their due diligence before making any high-risk investments in Bitcoin, cryptocurrency or digital assets. Please be advised that your transfers and trades are at your own risk, and any losses you may incur are your responsibility. The Daily Hodl does not recommend the buying or selling of any cryptocurrencies or digital assets, nor is The Daily Hodl an investment advisor. Please note that The Daily Hodl participates in affiliate marketing. Generated Image: Midjourney The post Billion-Dollar Bank Loses $107,635 in One Day As Thieves Allegedly Infect ATMs With Malware: Report appeared first on The Daily Hodl .",dailyhodl,https://dailyhodl.com/2025/07/20/billion-dollar-bank-loses-107635-in-one-day-as-thieves-allegedly-infect-atms-with-malware-report/,FIAT|BTC|BUSINESS|REGULATION|TECHNOLOGY,"Scams, Hacks & Breaches|atm|bank|Bank malware|banks|Isabella Bank|malware|News|Scams|US Bank|US banks",BTC,"Billion-Dollar Bank Loses $107,635 in One Day As Thieves Allegedly Infect ATMs With Malware: Report. A Michigan-based bank has reportedly lost tens of thousands of dollars in just 24 hours to thieves running an advanced ATM scheme. Authorities are charging Florida residents Robert R. Rosales Rivero and Geniver Antonio Pinuela Testa with conspiracy to commit bank theft and bank theft in violation of federal law for allegedly draining $107,635 from multiple Isabella Bank ATMs, reports MLive. An affidavit by a Homeland Security special agent alleges that the duo executed an “ATM jackpotting” operation in a single day, infecting the hard drives of Isabella Bank ATMs with malware to trick the machines into releasing cash. The agent says the ploy involves one person using a key to open an ATM and applying glue on its sensors before leaving for a short period to wait for the adhesive to take effect. The person would return to either change the ATM’s hard drive or use a device to corrupt its system. The other half of the duo would subsequently arrive with a mobile phone and a keyboard to control the machine to dispense cash. The alleged thieves were careful not to leave any trace of tampering. Isabella Bank’s surveillance video footage shows that four ATM locations across Michigan were hit between 1 a.m. and 8:09 p.m. on September 22nd. Using facial recognition software, authorities identified Testa as a potential suspect. He had been cited earlier this year for speeding while driving a 2011 Toyota Yaris. The lead helped police locate the alleged thieves in Minnesota, where they pulled over a Yaris with Testa and Rivero as occupants. Inside the car, authorities found a superglue, ATM keys, a mobile phone, a laptop and an electronic device. The police also searched the duo’s hotel room, where they found about $8,000 in cash, latex gloves, a flash drive and a hard drive. Testa and Rivero were charged in Minnesota but managed to post bail. Rivero is now in custody following a court appearance, while Testa remains at large. Both are Venezuelan nationals who arrived in the US legally. Isabella Bank has 35 branches across Michigan and $2.1 billion in total assets. Follow us on X , Facebook and Telegram Don''t Miss a Beat – Subscribe to get email alerts delivered directly to your inbox Check Price Action Surf The Daily Hodl Mix Disclaimer: Opinions expressed at The Daily Hodl are not investment advice. Investors should do their due diligence before making any high-risk investments in Bitcoin, cryptocurrency or digital assets. Please be advised that your transfers and trades are at your own risk, and any losses you may incur are your responsibility. The Daily Hodl does not recommend the buying or selling of any cryptocurrencies or digital assets, nor is The Daily Hodl an investment advisor. Please note that The Daily Hodl participates in affiliate marketing. Generated Image: Midjourney The post Billion-Dollar Bank Loses $107,635 in One Day As Thieves Allegedly Infect ATMs With Malware: Report appeared first on The Daily Hodl ."
2025-07-20 08:07:04+00:00,LTC Leads Crypto Spot Fund Inflows with $29.83 Million Amid BTC $156 Million Outflow on July 20,"🚀 Are You Chasing New Coins? Catch the newest crypto opportunities. Be the first to buy, be the first to win! Click here to discover new altcoins! According to recent",coinotag,https://en.coinotag.com/breakingnews/ltc-leads-crypto-spot-fund-inflows-with-29-83-million-amid-btc-156-million-outflow-on-july-20/,BTC|LTC|ALTCOIN,,BTC,"LTC Leads Crypto Spot Fund Inflows with $29.83 Million Amid BTC $156 Million Outflow on July 20. 🚀 Are You Chasing New Coins? Catch the newest crypto opportunities. Be the first to buy, be the first to win! Click here to discover new altcoins! According to recent"
